Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A1B7KVC6	unreviewed	Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)	hmp A7K69_16790	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	410	FAD binding [GO:0071949]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitric oxide dioxygenase NAD(P)H activity [GO:0008941]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; cellular response to nitrosative stress [GO:0071500]; nitric oxide catabolic process [GO:0046210]; response to toxic substance [GO:0009636]	cellular response to nitrosative stress [GO:0071500]; nitric oxide catabolic process [GO:0046210]; response to toxic substance [GO:0009636]		FAD binding [GO:0071949]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitric oxide dioxygenase NAD(P)H activity [GO:0008941]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]	GO:0005344; GO:0008941; GO:0009636; GO:0019825; GO:0020037; GO:0046210; GO:0046872; GO:0071500; GO:0071949
A0A1B7KW10	unreviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	A7K69_00990	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	201	cytosol [GO:0005829]; dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]; nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	cytosol [GO:0005829]	dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]	GO:0000166; GO:0005829; GO:0009117; GO:0009146; GO:0017111; GO:0035870; GO:0036220; GO:0036222; GO:0046872
A0A1B7KWB7	unreviewed	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	pfkA A7K69_00580	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	319	6-phosphofructokinase complex [GO:0005945]; 6-phosphofructokinase activity [GO:0003872]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; fructose-6-phosphate binding [GO:0070095]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; monosaccharide binding [GO:0048029]; canonical glycolysis [GO:0061621]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]	canonical glycolysis [GO:0061621]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]	6-phosphofructokinase complex [GO:0005945]	6-phosphofructokinase activity [GO:0003872]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; fructose-6-phosphate binding [GO:0070095]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; monosaccharide binding [GO:0048029]	GO:0003872; GO:0005524; GO:0005945; GO:0006002; GO:0016208; GO:0030388; GO:0042802; GO:0046872; GO:0048029; GO:0061621; GO:0070095
A0A1B7KWL4	unreviewed	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE A7K69_01675	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	277	cytosol [GO:0005829]; NADP binding [GO:0050661]; quinate 3-dehydrogenase (NAD+) activity [GO:0030266]; shikimate 3-dehydrogenase (NAD+) activity [GO:0052734]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]	cytosol [GO:0005829]	NADP binding [GO:0050661]; quinate 3-dehydrogenase (NAD+) activity [GO:0030266]; shikimate 3-dehydrogenase (NAD+) activity [GO:0052734]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]	GO:0004764; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0030266; GO:0050661; GO:0052734
A0A1B7KXF7	unreviewed	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribBA A7K69_03050	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	397	cytosol [GO:0005829]; 3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]	riboflavin biosynthetic process [GO:0009231]	cytosol [GO:0005829]	3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]	GO:0000287; GO:0003935; GO:0005525; GO:0005829; GO:0008270; GO:0008686; GO:0009231; GO:0030145
A0AAN0YL79	unreviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU BCV53_02810	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	459	cytoplasm [GO:0005737]; membrane [GO:0016020]; glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; magnesium ion binding [GO:0000287]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]; cell morphogenesis [GO:0000902]; cell wall organization [GO:0071555]; lipid A biosynthetic process [GO:0009245]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	cell morphogenesis [GO:0000902]; cell wall organization [GO:0071555]; lipid A biosynthetic process [GO:0009245]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	cytoplasm [GO:0005737]; membrane [GO:0016020]	glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; magnesium ion binding [GO:0000287]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]	GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009245; GO:0009252; GO:0016020; GO:0019134; GO:0071555
A0AAN0YMB7	unreviewed	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG BCV53_03635	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	531	cytoophidium [GO:0097268]; cytosol [GO:0005829]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; 'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleobase biosynthetic process [GO:0019856]	'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleobase biosynthetic process [GO:0019856]	cytoophidium [GO:0097268]; cytosol [GO:0005829]	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]	GO:0003883; GO:0005524; GO:0005829; GO:0019856; GO:0042802; GO:0044210; GO:0046872; GO:0097268
A0AAN0YN11	unreviewed	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC BCV53_08840	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	401	phosphopantothenoylcysteine decarboxylase complex [GO:0071513]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	phosphopantothenoylcysteine decarboxylase complex [GO:0071513]	FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]	GO:0004632; GO:0004633; GO:0010181; GO:0015937; GO:0015941; GO:0046872; GO:0071513
A0AAN0YNC8	unreviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd BCV53_09370	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	348	aspartate-semialdehyde dehydrogenase activity [GO:0004073]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; protein dimerization activity [GO:0046983]; 'de novo' L-methionine biosynthetic process [GO:0071266]; diaminopimelate biosynthetic process [GO:0019877]; isoleucine biosynthetic process [GO:0009097]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]	'de novo' L-methionine biosynthetic process [GO:0071266]; diaminopimelate biosynthetic process [GO:0019877]; isoleucine biosynthetic process [GO:0009097]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]		aspartate-semialdehyde dehydrogenase activity [GO:0004073]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; protein dimerization activity [GO:0046983]	GO:0004073; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287; GO:0071266
A0AAN0YPP2	unreviewed	Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN BCV53_08865	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	364	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine(2503)-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; tRNA (adenine(37)-C2)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]; rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]	rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine(2503)-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; tRNA (adenine(37)-C2)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]	GO:0000049; GO:0002935; GO:0005737; GO:0019843; GO:0030488; GO:0046872; GO:0051539; GO:0070040; GO:0070475
A0AAN0YPU7	unreviewed	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6)]	nnrD nnrE BCV53_14545	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	508	ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD(P)HX epimerase activity [GO:0052856]; metabolite repair [GO:0110051]; nicotinamide nucleotide metabolic process [GO:0046496]	metabolite repair [GO:0110051]; nicotinamide nucleotide metabolic process [GO:0046496]		ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD(P)HX epimerase activity [GO:0052856]	GO:0005524; GO:0046496; GO:0046872; GO:0052855; GO:0052856; GO:0110051
A0AAN0YQJ2	unreviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH BCV53_02705	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	634	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004176; GO:0004222; GO:0005524; GO:0005886; GO:0006508; GO:0008270; GO:0016887; GO:0030163; GO:0051301
A0AAN0YQW6	unreviewed	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribBA BCV53_16075	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	397	cytosol [GO:0005829]; 3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]	riboflavin biosynthetic process [GO:0009231]	cytosol [GO:0005829]	3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]	GO:0000287; GO:0003935; GO:0005525; GO:0005829; GO:0008270; GO:0008686; GO:0009231; GO:0030145
