Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q8DG60	reviewed	Photosystem II assembly factor lipoprotein Psb27 (Photosystem II 11 kDa protein)	psb27 tll2464	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	134	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; thylakoid [GO:0009579]; thylakoid lumen [GO:0031977]; photosystem II assembly [GO:0010207]; photosystem II repair [GO:0010206]	photosystem II assembly [GO:0010207]; photosystem II repair [GO:0010206]	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; thylakoid [GO:0009579]; thylakoid lumen [GO:0031977]		GO:0009523; GO:0009579; GO:0010206; GO:0010207; GO:0031676; GO:0031977
Q8DHA7	reviewed	Photosystem II reaction center protein M (PSII-M)	psbM tsl2052	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	36	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis, light reaction [GO:0019684]	photosynthesis, light reaction [GO:0019684]	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009523; GO:0019684; GO:0031676
Q8DHJ2	reviewed	Photosystem II reaction center protein Z (PSII-Z)	psbZ tsr1967	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	62	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; photosystem II stabilization [GO:0042549]	photosynthesis [GO:0015979]; photosystem II stabilization [GO:0042549]	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009539; GO:0015979; GO:0031676; GO:0042549
Q8DIN9	reviewed	Cytochrome b559 subunit beta (PSII reaction center subunit VI)	psbF tsr1542	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	45	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; photosynthetic electron transport chain [GO:0009767]	photosynthetic electron transport chain [GO:0009767]	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]	GO:0005506; GO:0009055; GO:0009539; GO:0009767; GO:0020037; GO:0031676
Q8DIP0	reviewed	Cytochrome b559 subunit alpha (PSII reaction center subunit V)	psbE tsr1541	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	84	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; photosynthetic electron transport chain [GO:0009767]	photosynthetic electron transport chain [GO:0009767]	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]	GO:0005506; GO:0009055; GO:0009539; GO:0009767; GO:0020037; GO:0031676
Q8DIQ0	reviewed	Photosystem II reaction center protein T (PSII-T) (PSII-Tc)	psbT tsr1531	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	32	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009539; GO:0015979; GO:0031676
Q8DIQ1	reviewed	Photosystem II CP47 reaction center protein (PSII 47 kDa protein) (Protein CP-47)	psbB tlr1530	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	510	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; photosynthetic electron transport in photosystem II [GO:0009772]	photosynthetic electron transport in photosystem II [GO:0009772]	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]	chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]	GO:0009523; GO:0009772; GO:0016168; GO:0031676; GO:0045156
Q8DIS5	reviewed	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL tll1506	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	475	carboxysome [GO:0031470]; cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	carboxysome [GO:0031470]; cytoplasm [GO:0005737]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	GO:0000287; GO:0004497; GO:0005737; GO:0009853; GO:0016984; GO:0019253; GO:0031470
Q8DIV4	reviewed	Photosystem II protein D1 3 (PSII D1 protein 3) (EC 1.10.3.9) (Photosystem II Q(B) protein 3)	psbA3 tlr1477	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	360	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; oxygen evolving activity [GO:0010242]; photosynthetic electron transport in photosystem II [GO:0009772]; response to herbicide [GO:0009635]	photosynthetic electron transport in photosystem II [GO:0009772]; response to herbicide [GO:0009635]	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]	chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; oxygen evolving activity [GO:0010242]	GO:0005506; GO:0009523; GO:0009635; GO:0009772; GO:0010242; GO:0016168; GO:0016682; GO:0031676; GO:0045156
Q8DJ43	reviewed	Photosystem II reaction center protein H (PSII-H)	psbH tsl1386	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	66	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]	phosphate ion binding [GO:0042301]	GO:0009523; GO:0015979; GO:0031676; GO:0042301; GO:0050821
Q8DJI1	reviewed	Photosystem II reaction center protein Psb30 (Photosystem II reaction center protein Ycf12)	psb30 ycf12 tsr1242	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	46	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009523; GO:0015979; GO:0031676
Q8DJZ6	reviewed	Photosystem II reaction center protein I (PSII-I) (PSII 4.4 kDa protein)	psbI tsr1074	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	38	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009539; GO:0015979; GO:0031676
Q8DKB5	reviewed	Carboxysome assembly protein CcmM (CcmM70) (M70) (Carbon dioxide concentrating mechanism protein CcmM) (Carbonic anhydrase) (EC 4.2.1.1)	ccmM tll0944	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	652	carboxysome [GO:0031470]; carbonate dehydratase activity [GO:0004089]; structural constituent of carboxysome shell [GO:0043886]; zinc ion binding [GO:0008270]; carbon fixation [GO:0015977]; photosynthesis [GO:0015979]	carbon fixation [GO:0015977]; photosynthesis [GO:0015979]	carboxysome [GO:0031470]	carbonate dehydratase activity [GO:0004089]; structural constituent of carboxysome shell [GO:0043886]; zinc ion binding [GO:0008270]	GO:0004089; GO:0008270; GO:0015977; GO:0015979; GO:0031470; GO:0043886
Q8DKM3	reviewed	Photosystem II reaction center protein Y	psbY tsl0836	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	41	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; manganese ion binding [GO:0030145]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]	manganese ion binding [GO:0030145]	GO:0009523; GO:0015979; GO:0030145; GO:0031676
Q8DLG8	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD atpB tlr0525	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	482	plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]		plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	GO:0005524; GO:0016887; GO:0031676; GO:0045259; GO:0046933
Q8DLP3	reviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA tlr0435	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	503	plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]		plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]	ADP binding [GO:0043531]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	GO:0005524; GO:0031676; GO:0043531; GO:0045259; GO:0046933
Q8DLP6	reviewed	ATP synthase subunit b' (ATP synthase F(0) sector subunit b') (ATPase subunit II) (F-type ATPase subunit b') (F-ATPase subunit b')	atpF2 atpG tlr0432	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	138	plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]		plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]	proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0031676; GO:0045259; GO:0046933; GO:0046961
Q8DLP7	reviewed	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE atpH tlr0431	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	82	plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting two-sector ATPase complex, proton-transporting domain [GO:0033177]; lipid binding [GO:0008289]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]		plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting two-sector ATPase complex, proton-transporting domain [GO:0033177]	lipid binding [GO:0008289]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	GO:0008289; GO:0031676; GO:0033177; GO:0045259; GO:0046933
Q8DLT5	reviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU tlr0393	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	449	carboxysome [GO:0031470]; cytoplasm [GO:0005737]; membrane [GO:0016020]; glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; magnesium ion binding [GO:0000287]; structural constituent of carboxysome shell [GO:0043886]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]; cell morphogenesis [GO:0000902]; cell wall organization [GO:0071555]; lipid A biosynthetic process [GO:0009245]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	cell morphogenesis [GO:0000902]; cell wall organization [GO:0071555]; lipid A biosynthetic process [GO:0009245]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	carboxysome [GO:0031470]; cytoplasm [GO:0005737]; membrane [GO:0016020]	glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; magnesium ion binding [GO:0000287]; structural constituent of carboxysome shell [GO:0043886]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]	GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009245; GO:0009252; GO:0016020; GO:0019134; GO:0031470; GO:0043886; GO:0071555
Q9F1K9	reviewed	Photosystem II reaction center protein K (PSII-K)	psbK tsl0176	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	46	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009539; GO:0015979; GO:0031676
P0A405	reviewed	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA)	psaA tlr0731	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	755	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; 4 iron, 4 sulfur cluster binding [GO:0051539]; chlorophyll binding [GO:0016168]; electron transfer activity [GO:0009055]; magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]	4 iron, 4 sulfur cluster binding [GO:0051539]; chlorophyll binding [GO:0016168]; electron transfer activity [GO:0009055]; magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]	GO:0000287; GO:0009055; GO:0009522; GO:0015979; GO:0016168; GO:0016491; GO:0031676; GO:0051539
P0A415	reviewed	Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC)	psaC tsl1013	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	81	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; photosynthetic electron transport in photosystem I [GO:0009773]	photosynthetic electron transport in photosystem I [GO:0009773]	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]	4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0009055; GO:0009522; GO:0009773; GO:0016491; GO:0031676; GO:0046872; GO:0051539
P0A431	reviewed	Photosystem II extrinsic protein O (PsbO) (Photosystem II manganese-stabilizing polypeptide) (MSP)	psbO tll0444	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	272	photosystem II oxygen evolving complex [GO:0009654]; plasma membrane-derived thylakoid membrane [GO:0031676]; oxygen evolving activity [GO:0010242]; photosystem II assembly [GO:0010207]; photosystem II stabilization [GO:0042549]	photosystem II assembly [GO:0010207]; photosystem II stabilization [GO:0042549]	photosystem II oxygen evolving complex [GO:0009654]; plasma membrane-derived thylakoid membrane [GO:0031676]	oxygen evolving activity [GO:0010242]	GO:0009654; GO:0010207; GO:0010242; GO:0031676; GO:0042549
P0C8N8	reviewed	Cytochrome b6-f complex iron-sulfur subunit (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (ISP) (RISP) (Rieske iron-sulfur protein)	petC tlr0959	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	180	plasma membrane-derived thylakoid membrane [GO:0031676]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; plastoquinol--plastocyanin reductase activity [GO:0009496]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	plasma membrane-derived thylakoid membrane [GO:0031676]	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; plastoquinol--plastocyanin reductase activity [GO:0009496]	GO:0004497; GO:0009496; GO:0015979; GO:0016705; GO:0031676; GO:0045158; GO:0046872; GO:0051537
Q8DG52	unreviewed	Endonuclease MutS2 (EC 3.1.-.-) (Ribosome-associated protein quality control-upstream factor) (RQC-upstream factor) (RqcU) (EC 3.6.4.-)	mutS mutS2 rqcU	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	811	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; endonuclease activity [GO:0004519]; mismatched DNA binding [GO:0030983]; ribosomal large subunit binding [GO:0043023]; rRNA binding [GO:0019843]; mismatch repair [GO:0006298]; negative regulation of DNA recombination [GO:0045910]; rescue of stalled ribosome [GO:0072344]	mismatch repair [GO:0006298]; negative regulation of DNA recombination [GO:0045910]; rescue of stalled ribosome [GO:0072344]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; endonuclease activity [GO:0004519]; mismatched DNA binding [GO:0030983]; ribosomal large subunit binding [GO:0043023]; rRNA binding [GO:0019843]	GO:0004519; GO:0005524; GO:0006298; GO:0016887; GO:0019843; GO:0030983; GO:0043023; GO:0045910; GO:0072344; GO:0140664
